注：晨光始昏影终以及月出月没时刻均为北京时间；月出或月没时刻中如果小时的数据为55，表明当天没有月出或月没。
青海冷湖：纬度=38:33:14.69N 经度= 93:48:43.18E
          天文晨光始  航海晨光始  民用晨光始  民用昏影终  航海昏影终  天文昏影终   月出   月没
20200226     06:54       07:25       07:56       20:00       20:31       21:02    09:55  22:01
20200227     06:53       07:24       07:54       20:01       20:32       21:03    10:20  22:57
20200228     06:52       07:22       07:53       20:02       20:33       21:04    10:45  23:54
20200229     06:50       07:21       07:52       20:03       20:34       21:05    11:12  55:54
20200301     06:49       07:20       07:50       20:04       20:35       21:06    11:41  00:52
20200302     06:47       07:18       07:49       20:05       20:36       21:07    12:14  01:52
20200303     06:46       07:17       07:47       20:07       20:37       21:08    12:53  02:52
20200304     06:45       07:15       07:46       20:08       20:38       21:09    13:40  03:53
20200305     06:43       07:14       07:45       20:09       20:39       21:10    14:34  04:52
20200306     06:42       07:12       07:43       20:10       20:40       21:11    15:37  05:48
20200307     06:40       07:11       07:42       20:10       20:41       21:12    16:47  06:38
20200308     06:39       07:09       07:40       20:11       20:42       21:13    18:01  07:23
20200309     06:37       07:08       07:39       20:12       20:43       21:14    19:17  08:03
20200310     06:36       07:06       07:37       20:13       20:44       21:15    20:32  08:39
20200311     06:34       07:05       07:36       20:14       20:45       21:16    21:47  09:13
20200312     06:32       07:03       07:34       20:15       20:46       21:17    23:01  09:46
20200313     06:31       07:02       07:33       20:16       20:47       21:18    55:01  10:20
20200314     06:29       07:00       07:31       20:17       20:48       21:19    00:14  10:57
20200315     06:28       06:59       07:30       20:18       20:49       21:20    01:24  11:37
20200316     06:26       06:57       07:28       20:19       20:50       21:21    02:31  12:22
20200317     06:24       06:56       07:26       20:20       20:51       21:23    03:33  13:12
20200318     06:23       06:54       07:25       20:21       20:52       21:24    04:29  14:07
20200319     06:21       06:52       07:23       20:22       20:53       21:25    05:17  15:04
20200320     06:19       06:51       07:22       20:23       20:54       21:26    05:58  16:03
20200321     06:18       06:49       07:20       20:24       20:55       21:27    06:34  17:02
20200322     06:16       06:48       07:19       20:25       20:56       21:28    07:05  18:00
20200323     06:14       06:46       07:17       20:26       20:57       21:29    07:33  18:58
20200324     06:13       06:44       07:15       20:27       20:58       21:30    07:59  19:55
20200325     06:11       06:43       07:14       20:28       20:59       21:31    08:24  20:51
20200326     06:09       06:41       07:12       20:29       21:00       21:32    08:49  21:48
20200327     06:08       06:40       07:11       20:30       21:01       21:33    09:14  22:46
20200328     06:06       06:38       07:09       20:31       21:02       21:35    09:43  23:45
20200329     06:04       06:36       07:08       20:32       21:03       21:36    10:14  55:45
20200330     06:02       06:35       07:06       20:33       21:05       21:37    10:50  00:45
20200331     06:01       06:33       07:04       20:34       21:06       21:38    11:33  01:44
20200401     05:59       06:31       07:03       20:35       21:07       21:39    12:23  02:43
20200402     05:57       06:30       07:01       20:36       21:08       21:40    13:20  03:38
20200403     05:55       06:28       07:00       20:37       21:09       21:41    14:25  04:29
20200404     05:54       06:26       06:58       20:38       21:10       21:43    15:35  05:15
20200405     05:52       06:25       06:57       20:39       21:11       21:44    16:48  05:56
20200406     05:50       06:23       06:55       20:40       21:12       21:45    18:03  06:32
20200407     05:48       06:21       06:53       20:41       21:13       21:46    19:18  07:07
20200408     05:47       06:20       06:52       20:42       21:14       21:47    20:34  07:40
20200409     05:45       06:18       06:50       20:43       21:15       21:49    21:49  08:14
20200410     05:43       06:17       06:49       20:44       21:16       21:50    23:04  08:50
20200411     05:41       06:15       06:47       20:45       21:17       21:51    55:04  09:29
20200412     05:40       06:13       06:46       20:46       21:18       21:52    00:15  10:14
20200413     05:38       06:12       06:44       20:47       21:20       21:54    01:22  11:03
20200414     05:36       06:10       06:43       20:48       21:21       21:55    02:23  11:58
20200415     05:34       06:09       06:41       20:49       21:22       21:56    03:15  12:56
20200416     05:33       06:07       06:40       20:50       21:23       21:57    03:59  13:55
20200417     05:31       06:05       06:38       20:51       21:24       21:59    04:37  14:55
20200418     05:29       06:04       06:37       20:52       21:25       22:00    05:09  15:54
20200419     05:27       06:02       06:35       20:53       21:26       22:01    05:38  16:52
20200420     05:26       06:01       06:34       20:54       21:27       22:03    06:04  17:49
20200421     05:24       05:59       06:32       20:55       21:29       22:04    06:28  18:45
20200422     05:22       05:58       06:31       20:56       21:30       22:05    06:53  19:42
20200423     05:21       05:56       06:30       20:57       21:31       22:07    07:18  20:40
20200424     05:19       05:55       06:28       20:58       21:32       22:08    07:45  21:39
20200425     05:17       05:53       06:27       20:59       21:33       22:09    08:16  22:39
20200426     05:15       05:52       06:26       21:00       21:34       22:11    08:50  23:39
20200427     05:14       05:50       06:24       21:01       21:36       22:12    09:31  55:39
20200428     05:12       05:49       06:23       21:02       21:37       22:13    10:18  00:38
20200429     05:11       05:47       06:22       21:03       21:38       22:15    11:12  01:34
20200430     05:09       05:46       06:20       21:04       21:39       22:16    12:13  02:26
20200501     05:07       05:44       06:19       21:05       21:40       22:17    13:19  03:12
20200502     05:06       05:43       06:18       21:06       21:41       22:19    14:29  03:53
20200503     05:04       05:42       06:16       21:08       21:43       22:20    15:41  04:30
20200504     05:03       05:40       06:15       21:09       21:44       22:22    16:53  05:03
20200505     05:01       05:39       06:14       21:10       21:45       22:23    18:07  05:35
20200506     04:59       05:37       06:13       21:11       21:46       22:24    19:21  06:08
20200507     04:58       05:36       06:12       21:12       21:47       22:26    20:36  06:42
20200508     04:56       05:35       06:11       21:13       21:48       22:27    21:51  07:19
20200509     04:55       05:34       06:09       21:14       21:50       22:29    23:03  08:02
20200510     04:53       05:32       06:08       21:15       21:51       22:30    55:03  08:50
20200511     04:52       05:31       06:07       21:16       21:52       22:31    00:08  09:44
20200512     04:51       05:30       06:06       21:17       21:53       22:33    01:06  10:42
20200513     04:49       05:29       06:05       21:18       21:54       22:34    01:55  11:43
20200514     04:48       05:28       06:04       21:19       21:55       22:35    02:36  12:45
20200515     04:46       05:27       06:03       21:20       21:56       22:37    03:11  13:45
20200516     04:45       05:25       06:02       21:21       21:58       22:38    03:41  14:44
20200517     04:44       05:24       06:01       21:22       21:59       22:39    04:08  15:41
20200518     04:43       05:23       06:00       21:23       22:00       22:41    04:33  16:38
20200519     04:41       05:22       06:00       21:23       22:01       22:42    04:57  17:35
20200520     04:40       05:21       05:59       21:24       22:02       22:43    05:22  18:32
20200521     04:39       05:20       05:58       21:25       22:03       22:45    05:48  19:31
20200522     04:38       05:20       05:57       21:26       22:04       22:46    06:17  20:31
20200523     04:37       05:19       05:56       21:27       22:05       22:47    06:51  21:32
20200524     04:36       05:18       05:56       21:28       22:06       22:48    07:29  22:33
20200525     04:35       05:17       05:55       21:29       22:07       22:50    08:14  23:31
20200526     04:34       05:16       05:54       21:30       22:08       22:51    09:07  55:31
20200527     04:33       05:15       05:54       21:31       22:09       22:52    10:06  00:24
20200528     04:32       05:15       05:53       21:31       22:10       22:53    11:11  01:12
20200529     04:31       05:14       05:53       21:32       22:11       22:54    12:19  01:54
20200530     04:30       05:13       05:52       21:33       22:12       22:55    13:28  02:31
20200531     04:29       05:13       05:52       21:34       22:13       22:57    14:38  03:04
20200601     04:28       05:12       05:51       21:35       22:14       22:58    15:49  03:36
20200602     04:28       05:12       05:51       21:35       22:14       22:59    17:00  04:07
20200603     04:27       05:11       05:50       21:36       22:15       23:00    18:13  04:38
20200604     04:26       05:11       05:50       21:37       22:16       23:00    19:27  05:13
20200605     04:26       05:10       05:50       21:37       22:17       23:01    20:39  05:52
20200606     04:25       05:10       05:49       21:38       22:17       23:02    21:49  06:37
20200607     04:25       05:10       05:49       21:39       22:18       23:03    22:51  07:28
20200608     04:24       05:09       05:49       21:39       22:19       23:04    23:46  08:26
20200609     04:24       05:09       05:49       21:40       22:19       23:05    55:46  09:27
20200610     04:24       05:09       05:48       21:40       22:20       23:05    00:31  10:30
20200611     04:23       05:09       05:48       21:41       22:21       23:06    01:10  11:32
20200612     04:23       05:08       05:48       21:41       22:21       23:07    01:42  12:32
20200613     04:23       05:08       05:48       21:42       22:22       23:07    02:10  13:31
20200614     04:23       05:08       05:48       21:42       22:22       23:08    02:36  14:28
20200615     04:22       05:08       05:48       21:43       22:23       23:08    03:01  15:25
20200616     04:22       05:08       05:48       21:43       22:23       23:09    03:25  16:22
20200617     04:22       05:08       05:48       21:43       22:23       23:09    03:51  17:21
20200618     04:22       05:08       05:48       21:44       22:24       23:10    04:18  18:20
20200619     04:23       05:08       05:48       21:44       22:24       23:10    04:50  19:21
20200620     04:23       05:09       05:49       21:44       22:24       23:10    05:26  20:23
20200621     04:23       05:09       05:49       21:44       22:24       23:10    06:09  21:23
20200622     04:23       05:09       05:49       21:45       22:25       23:10    07:00  22:19
20200623     04:23       05:09       05:49       21:45       22:25       23:11    07:58  23:10
20200624     04:24       05:10       05:50       21:45       22:25       23:11    09:02  23:54
20200625     04:24       05:10       05:50       21:45       22:25       23:11    10:10  55:54
20200626     04:25       05:10       05:50       21:45       22:25       23:11    11:20  00:33
20200627     04:25       05:11       05:51       21:45       22:25       23:11    12:29  01:08
20200628     04:26       05:11       05:51       21:45       22:25       23:10    13:39  01:39
20200629     04:26       05:12       05:52       21:45       22:25       23:10    14:48  02:09
20200630     04:27       05:12       05:52       21:45       22:25       23:10    15:59  02:40
20200701     04:27       05:13       05:53       21:45       22:24       23:10    17:10  03:12
20200702     04:28       05:13       05:53       21:44       22:24       23:09    18:21  03:48
20200703     04:29       05:14       05:54       21:44       22:24       23:09    19:31  04:29
20200704     04:30       05:15       05:54       21:44       22:24       23:08    20:36  05:16
20200705     04:30       05:15       05:55       21:44       22:23       23:08    21:34  06:11
20200706     04:31       05:16       05:55       21:43       22:23       23:07    22:23  07:10
20200707     04:32       05:17       05:56       21:43       22:22       23:07    23:05  08:13
20200708     04:33       05:17       05:57       21:43       22:22       23:06    23:40  09:16
20200709     04:34       05:18       05:57       21:42       22:21       23:05    55:40  10:19
20200710     04:35       05:19       05:58       21:42       22:21       23:05    00:11  11:19
20200711     04:36       05:20       05:59       21:41       22:20       23:04    00:38  12:17
20200712     04:37       05:21       06:00       21:41       22:20       23:03    01:03  13:14
20200713     04:38       05:22       06:00       21:40       22:19       23:02    01:27  14:11
20200714     04:39       05:22       06:01       21:40       22:18       23:01    01:52  15:09
20200715     04:40       05:23       06:02       21:39       22:18       23:00    02:19  16:08
20200716     04:41       05:24       06:03       21:39       22:17       23:00    02:48  17:08
20200717     04:43       05:25       06:03       21:38       22:16       22:59    03:22  18:09
20200718     04:44       05:26       06:04       21:37       22:15       22:57    04:02  19:10
20200719     04:45       05:27       06:05       21:37       22:14       22:56    04:50  20:09
20200720     04:46       05:28       06:06       21:36       22:13       22:55    05:46  21:02
20200721     04:47       05:29       06:07       21:35       22:13       22:54    06:49  21:50
20200722     04:49       05:30       06:08       21:34       22:12       22:53    07:57  22:32
20200723     04:50       05:31       06:09       21:33       22:11       22:52    09:08  23:09
20200724     04:51       05:32       06:10       21:32       22:10       22:51    10:19  23:41
20200725     04:52       05:33       06:10       21:32       22:09       22:49    11:30  55:41
20200726     04:54       05:34       06:11       21:31       22:07       22:48    12:40  00:12
20200727     04:55       05:35       06:12       21:30       22:06       22:47    13:50  00:43
20200728     04:56       05:37       06:13       21:29       22:05       22:45    15:00  01:14
20200729     04:58       05:38       06:14       21:28       22:04       22:44    16:11  01:48
20200730     04:59       05:39       06:15       21:27       22:03       22:42    17:19  02:27
20200731     05:00       05:40       06:16       21:26       22:02       22:41    18:25  03:11
20200801     05:02       05:41       06:17       21:24       22:00       22:40    19:24  04:01
20200802     05:03       05:42       06:18       21:23       21:59       22:38    20:16  04:58
20200803     05:04       05:43       06:19       21:22       21:58       22:37    21:01  05:59
20200804     05:06       05:44       06:20       21:21       21:57       22:35    21:38  07:02
20200805     05:07       05:45       06:21       21:20       21:55       22:34    22:10  08:05
20200806     05:08       05:46       06:22       21:19       21:54       22:32    22:39  09:06
20200807     05:10       05:48       06:23       21:17       21:53       22:30    23:04  10:06
20200808     05:11       05:49       06:24       21:16       21:51       22:29    23:29  11:04
20200809     05:12       05:50       06:25       21:15       21:50       22:27    23:53  12:01
20200810     05:14       05:51       06:26       21:14       21:48       22:26    55:53  12:58
20200811     05:15       05:52       06:27       21:12       21:47       22:24    00:19  13:56
20200812     05:16       05:53       06:28       21:11       21:46       22:22    00:47  14:55
20200813     05:17       05:54       06:29       21:10       21:44       22:21    01:18  15:55
20200814     05:19       05:55       06:30       21:08       21:43       22:19    01:55  16:55
20200815     05:20       05:56       06:31       21:07       21:41       22:17    02:39  17:55
20200816     05:21       05:58       06:32       21:06       21:40       22:16    03:31  18:50
20200817     05:23       05:59       06:33       21:04       21:38       22:14    04:31  19:41
20200818     05:24       06:00       06:34       21:03       21:37       22:12    05:37  20:26
20200819     05:25       06:01       06:35       21:01       21:35       22:10    06:49  21:05
20200820     05:26       06:02       06:35       21:00       21:33       22:09    08:02  21:40
20200821     05:28       06:03       06:36       20:59       21:32       22:07    09:15  22:13
20200822     05:29       06:04       06:37       20:57       21:30       22:05    10:28  22:44
20200823     05:30       06:05       06:38       20:56       21:29       22:03    11:40  23:15
20200824     05:31       06:06       06:39       20:54       21:27       22:02    12:52  23:49
20200825     05:33       06:07       06:40       20:53       21:25       22:00    14:03  55:49
20200826     05:34       06:08       06:41       20:51       21:24       21:58    15:12  00:26
20200827     05:35       06:09       06:42       20:50       21:22       21:56    16:19  01:09
20200828     05:36       06:10       06:43       20:48       21:21       21:55    17:19  01:57
20200829     05:37       06:11       06:44       20:46       21:19       21:53    18:13  02:51
20200830     05:39       06:12       06:45       20:45       21:17       21:51    18:59  03:50
20200831     05:40       06:14       06:46       20:43       21:16       21:49    19:38  04:52
20200901     05:41       06:15       06:47       20:42       21:14       21:47    20:11  05:55
20200902     05:42       06:16       06:48       20:40       21:12       21:46    20:40  06:56
20200903     05:43       06:17       06:49       20:39       21:11       21:44    21:07  07:56
20200904     05:44       06:18       06:50       20:37       21:09       21:42    21:31  08:54
20200905     05:46       06:19       06:51       20:35       21:07       21:40    21:56  09:52
20200906     05:47       06:20       06:51       20:34       21:06       21:38    22:21  10:49
20200907     05:48       06:21       06:52       20:32       21:04       21:37    22:47  11:46
20200908     05:49       06:22       06:53       20:31       21:02       21:35    23:17  12:45
20200909     05:50       06:23       06:54       20:29       21:01       21:33    23:51  13:44
20200910     05:51       06:24       06:55       20:27       20:59       21:31    55:51  14:43
20200911     05:52       06:25       06:56       20:26       20:57       21:30    00:30  15:42
20200912     05:53       06:25       06:57       20:24       20:56       21:28    01:17  16:38
20200913     05:54       06:26       06:58       20:23       20:54       21:26    02:13  17:30
20200914     05:55       06:27       06:59       20:21       20:52       21:24    03:15  18:17
20200915     05:56       06:28       07:00       20:19       20:51       21:22    04:24  18:58
20200916     05:57       06:29       07:01       20:18       20:49       21:21    05:37  19:35
20200917     05:58       06:30       07:01       20:16       20:47       21:19    06:51  20:09
20200918     05:59       06:31       07:02       20:15       20:46       21:17    08:06  20:41
20200919     06:00       06:32       07:03       20:13       20:44       21:16    09:20  21:13
20200920     06:02       06:33       07:04       20:11       20:42       21:14    10:35  21:47
20200921     06:03       06:34       07:05       20:10       20:41       21:12    11:49  22:24
20200922     06:04       06:35       07:06       20:08       20:39       21:10    13:02  23:05
20200923     06:05       06:36       07:07       20:06       20:37       21:09    14:11  23:53
20200924     06:06       06:37       07:08       20:05       20:36       21:07    15:15  55:53
20200925     06:07       06:38       07:09       20:03       20:34       21:05    16:11  00:46
20200926     06:08       06:39       07:10       20:02       20:33       21:04    16:59  01:44
20200927     06:08       06:40       07:11       20:00       20:31       21:02    17:40  02:45
20200928     06:09       06:41       07:11       19:59       20:29       21:00    18:14  03:47
20200929     06:10       06:42       07:12       19:57       20:28       20:59    18:44  04:49
20200930     06:11       06:42       07:13       19:55       20:26       20:57    19:11  05:49
20201001     06:12       06:43       07:14       19:54       20:25       20:56    19:35  06:47
20201002     06:13       06:44       07:15       19:52       20:23       20:54    19:59  07:45
20201003     06:14       06:45       07:16       19:51       20:21       20:52    20:24  08:42
20201004     06:15       06:46       07:17       19:49       20:20       20:51    20:49  09:39
20201005     06:16       06:47       07:18       19:48       20:18       20:49    21:17  10:37
20201006     06:17       06:48       07:19       19:46       20:17       20:48    21:49  11:36
20201007     06:18       06:49       07:20       19:45       20:15       20:46    22:26  12:35
20201008     06:19       06:50       07:21       19:43       20:14       20:45    23:10  13:34
20201009     06:20       06:51       07:21       19:42       20:12       20:43    55:10  14:30
20201010     06:21       06:52       07:22       19:40       20:11       20:42    00:00  15:22
20201011     06:22       06:53       07:23       19:39       20:10       20:40    00:58  16:10
20201012     06:23       06:54       07:24       19:37       20:08       20:39    02:03  16:52
20201013     06:24       06:54       07:25       19:36       20:07       20:37    03:12  17:29
20201014     06:25       06:55       07:26       19:35       20:05       20:36    04:24  18:04
20201015     06:26       06:56       07:27       19:33       20:04       20:35    05:38  18:36
20201016     06:27       06:57       07:28       19:32       20:03       20:33    06:52  19:08
20201017     06:28       06:58       07:29       19:30       20:01       20:32    08:08  19:41
20201018     06:28       06:59       07:30       19:29       20:00       20:31    09:25  20:17
20201019     06:29       07:00       07:31       19:28       19:59       20:29    10:41  20:57
20201020     06:30       07:01       07:32       19:26       19:57       20:28    11:56  21:44
20201021     06:31       07:02       07:33       19:25       19:56       20:27    13:05  22:37
20201022     06:32       07:03       07:34       19:24       19:55       20:26    14:06  23:35
20201023     06:33       07:04       07:35       19:23       19:54       20:24    14:58  55:35
20201024     06:34       07:05       07:36       19:21       19:52       20:23    15:41  00:37
20201025     06:35       07:06       07:37       19:20       19:51       20:22    16:18  01:40
20201026     06:36       07:07       07:38       19:19       19:50       20:21    16:48  02:42
20201027     06:37       07:08       07:39       19:18       19:49       20:20    17:16  03:42
20201028     06:38       07:09       07:40       19:17       19:48       20:19    17:40  04:41
20201029     06:39       07:10       07:41       19:15       19:47       20:18    18:04  05:39
20201030     06:40       07:11       07:42       19:14       19:46       20:16    18:28  06:36
20201031     06:41       07:12       07:43       19:13       19:45       20:15    18:53  07:33
20201101     06:42       07:13       07:44       19:12       19:44       20:14    19:20  08:31
20201102     06:43       07:14       07:45       19:11       19:43       20:13    19:51  09:30
20201103     06:44       07:15       07:46       19:10       19:42       20:13    20:26  10:29
20201104     06:44       07:16       07:47       19:09       19:41       20:12    21:07  11:28
20201105     06:45       07:16       07:48       19:08       19:40       20:11    21:54  12:25
20201106     06:46       07:17       07:49       19:07       19:39       20:10    22:49  13:18
20201107     06:47       07:18       07:50       19:06       19:38       20:09    23:50  14:07
20201108     06:48       07:19       07:51       19:05       19:37       20:08    55:50  14:49
20201109     06:49       07:20       07:52       19:05       19:36       20:07    00:56  15:27
20201110     06:50       07:21       07:53       19:04       19:36       20:07    02:04  16:01
20201111     06:51       07:22       07:54       19:03       19:35       20:06    03:14  16:33
20201112     06:52       07:23       07:55       19:02       19:34       20:05    04:26  17:03
20201113     06:53       07:24       07:56       19:01       19:33       20:05    05:39  17:35
20201114     06:54       07:25       07:57       19:01       19:33       20:04    06:55  18:08
20201115     06:55       07:26       07:58       19:00       19:32       20:03    08:12  18:46
20201116     06:56       07:27       07:59       18:59       19:31       20:03    09:29  19:30
20201117     06:57       07:28       08:00       18:59       19:31       20:02    10:43  20:21
20201118     06:58       07:29       08:01       18:58       19:30       20:02    11:51  21:19
20201119     06:59       07:30       08:02       18:58       19:30       20:01    12:49  22:22
20201120     07:00       07:31       08:03       18:57       19:29       20:01    13:38  23:27
20201121     07:00       07:32       08:04       18:57       19:29       20:00    14:18  55:27
20201122     07:01       07:33       08:05       18:56       19:28       20:00    14:51  00:31
20201123     07:02       07:34       08:06       18:56       19:28       20:00    15:20  01:33
20201124     07:03       07:35       08:07       18:55       19:28       19:59    15:45  02:33
20201125     07:04       07:36       08:08       18:55       19:27       19:59    16:09  03:31
20201126     07:05       07:37       08:09       18:54       19:27       19:59    16:33  04:29
20201127     07:06       07:38       08:10       18:54       19:27       19:59    16:57  05:26
20201128     07:07       07:39       08:11       18:54       19:27       19:59    17:23  06:24
20201129     07:08       07:40       08:12       18:54       19:26       19:58    17:52  07:22
20201130     07:08       07:40       08:13       18:53       19:26       19:58    18:26  08:22
20201201     07:09       07:41       08:14       18:53       19:26       19:58    19:05  09:22
20201202     07:10       07:42       08:15       18:53       19:26       19:58    19:51  10:20
20201203     07:11       07:43       08:16       18:53       19:26       19:58    20:44  11:15
20201204     07:12       07:44       08:17       18:53       19:26       19:58    21:43  12:05
20201205     07:13       07:45       08:18       18:53       19:26       19:58    22:47  12:50
20201206     07:13       07:45       08:19       18:53       19:26       19:58    23:53  13:28
20201207     07:14       07:46       08:19       18:53       19:26       19:58    55:53  14:03
20201208     07:15       07:47       08:20       18:53       19:26       19:58    01:01  14:34
20201209     07:16       07:48       08:21       18:53       19:26       19:59    02:10  15:03
20201210     07:16       07:49       08:22       18:53       19:26       19:59    03:19  15:33
20201211     07:17       07:49       08:23       18:53       19:27       19:59    04:31  16:04
20201212     07:18       07:50       08:23       18:54       19:27       19:59    05:45  16:38
20201213     07:18       07:51       08:24       18:54       19:27       19:59    07:00  17:18
20201214     07:19       07:51       08:25       18:54       19:27       20:00    08:16  18:04
20201215     07:20       07:52       08:25       18:54       19:28       20:00    09:28  18:59
20201216     07:20       07:53       08:26       18:55       19:28       20:00    10:32  20:01
20201217     07:21       07:53       08:27       18:55       19:28       20:01    11:27  21:07
20201218     07:22       07:54       08:27       18:56       19:29       20:01    12:12  22:14
20201219     07:22       07:55       08:28       18:56       19:29       20:02    12:50  23:19
20201220     07:23       07:55       08:28       18:56       19:30       20:02    13:21  55:19
20201221     07:23       07:56       08:29       18:57       19:30       20:03    13:48  00:21
20201222     07:24       07:56       08:29       18:57       19:31       20:03    14:13  01:21
20201223     07:24       07:57       08:30       18:58       19:31       20:04    14:36  02:19
20201224     07:25       07:57       08:30       18:59       19:32       20:04    15:00  03:17
20201225     07:25       07:57       08:31       18:59       19:32       20:05    15:26  04:14
20201226     07:25       07:58       08:31       19:00       19:33       20:05    15:53  05:12
20201227     07:26       07:58       08:31       19:00       19:34       20:06    16:25  06:12
20201228     07:26       07:58       08:32       19:01       19:34       20:07    17:02  07:12
20201229     07:27       07:59       08:32       19:02       19:35       20:07    17:46  08:11
20201230     07:27       07:59       08:32       19:03       19:36       20:08    18:37  09:09
20201231     07:27       07:59       08:33       19:03       19:36       20:09    19:36  10:01
20210101     07:27       08:00       08:33       19:04       19:37       20:09    20:39  10:48
20210102     07:28       08:00       08:33       19:05       19:38       20:10    21:46  11:29
20210103     07:28       08:00       08:33       19:06       19:39       20:11    22:53  12:05
20210104     07:28       08:00       08:33       19:06       19:40       20:12    55:53  12:37
20210105     07:28       08:00       08:33       19:07       19:40       20:12    00:01  13:06
20210106     07:28       08:00       08:33       19:08       19:41       20:13    01:10  13:35
20210107     07:28       08:00       08:33       19:09       19:42       20:14    02:19  14:04
20210108     07:28       08:00       08:33       19:10       19:43       20:15    03:29  14:36
20210109     07:28       08:00       08:33       19:11       19:44       20:16    04:41  15:12
20210110     07:28       08:00       08:33       19:12       19:45       20:17    05:54  15:54
20210111     07:28       08:00       08:33       19:13       19:46       20:18    07:06  16:44
20210112     07:28       08:00       08:33       19:14       19:46       20:18    08:13  17:41
20210113     07:28       08:00       08:32       19:15       19:47       20:19    09:12  18:46
20210114     07:28       08:00       08:32       19:16       19:48       20:20    10:02  19:53
20210115     07:27       07:59       08:32       19:17       19:49       20:21    10:44  21:00
20210116     07:27       07:59       08:32       19:18       19:50       20:22    11:18  22:05
20210117     07:27       07:59       08:31       19:19       19:51       20:23    11:48  23:07
20210118     07:27       07:58       08:31       19:20       19:52       20:24    12:14  55:07
20210119     07:26       07:58       08:31       19:21       19:53       20:25    12:38  00:07
20210120     07:26       07:58       08:30       19:22       19:54       20:26    13:02  01:05
20210121     07:26       07:57       08:30       19:23       19:55       20:27    13:27  02:03
20210122     07:25       07:57       08:29       19:24       19:56       20:28    13:53  03:01
20210123     07:25       07:56       08:29       19:25       19:57       20:29    14:23  04:00
20210124     07:24       07:56       08:28       19:26       19:58       20:30    14:58  04:59
20210125     07:24       07:55       08:27       19:27       19:59       20:31    15:38  05:59
20210126     07:23       07:55       08:27       19:28       20:00       20:32    16:27  06:57
20210127     07:23       07:54       08:26       19:29       20:01       20:33    17:23  07:52
20210128     07:22       07:54       08:25       19:30       20:02       20:34    18:25  08:42
20210129     07:22       07:53       08:25       19:31       20:03       20:35    19:33  09:26
20210130     07:21       07:52       08:24       19:32       20:04       20:36    20:42  10:05
20210131     07:20       07:51       08:23       19:34       20:05       20:37    21:52  10:38
20210201     07:20       07:51       08:22       19:35       20:06       20:38    23:01  11:09
20210202     07:19       07:50       08:22       19:36       20:07       20:39    55:01  11:38
20210203     07:18       07:49       08:21       19:37       20:08       20:40    00:11  12:07
20210204     07:17       07:48       08:20       19:38       20:09       20:41    01:21  12:38
20210205     07:16       07:47       08:19       19:39       20:10       20:42    02:32  13:12
20210206     07:16       07:47       08:18       19:40       20:12       20:43    03:43  13:51
20210207     07:15       07:46       08:17       19:41       20:13       20:44    04:54  14:36
20210208     07:14       07:45       08:16       19:42       20:14       20:45    06:01  15:30
20210209     07:13       07:44       08:15       19:43       20:15       20:46    07:02  16:30
20210210     07:12       07:43       08:14       19:44       20:16       20:47    07:54  17:35
20210211     07:11       07:42       08:13       19:45       20:17       20:48    08:38  18:42
20210212     07:10       07:41       08:12       19:47       20:18       20:49    09:15  19:48
20210213     07:09       07:40       08:11       19:48       20:19       20:50    09:46  20:52
20210214     07:08       07:39       08:10       19:49       20:20       20:51    10:14  21:53
20210215     07:07       07:37       08:09       19:50       20:21       20:52    10:39  22:53
20210216     07:06       07:36       08:07       19:51       20:22       20:53    11:03  23:51
20210217     07:04       07:35       08:06       19:52       20:23       20:54    11:27  55:51
20210218     07:03       07:34       08:05       19:53       20:24       20:55    11:53  00:49
20210219     07:02       07:33       08:04       19:54       20:25       20:56    12:21  01:48
20210220     07:01       07:32       08:03       19:55       20:26       20:57    12:53  02:47
20210221     07:00       07:30       08:01       19:56       20:27       20:58    13:31  03:46
20210222     06:58       07:29       08:00       19:57       20:28       20:59    14:15  04:44
20210223     06:57       07:28       07:59       19:58       20:29       21:00    15:07  05:40
20210224     06:56       07:27       07:57       19:59       20:30       21:01    16:07  06:32
20210225     06:55       07:25       07:56       20:00       20:31       21:02    17:13  07:19
20210226     06:53       07:24       07:55       20:01       20:32       21:03    18:22  07:59
20210227     06:52       07:23       07:53       20:02       20:33       21:04    19:33  08:36
20210228     06:51       07:21       07:52       20:03       20:34       21:05    20:45  09:08
20210301     06:49       07:20       07:51       20:04       20:35       21:06    21:57  09:38
20210302     06:48       07:18       07:49       20:05       20:36       21:07    23:09  10:08
20210303     06:46       07:17       07:48       20:06       20:37       21:08    55:09  10:39
20210304     06:45       07:16       07:46       20:07       20:38       21:09    00:22  11:12
20210305     06:43       07:14       07:45       20:08       20:39       21:10    01:35  11:50
20210306     06:42       07:13       07:43       20:09       20:40       21:11    02:47  12:34
20210307     06:40       07:11       07:42       20:10       20:41       21:12    03:55  13:24
20210308     06:39       07:10       07:40       20:11       20:42       21:13    04:57  14:22
20210309     06:37       07:08       07:39       20:12       20:43       21:14    05:51  15:25
20210310     06:36       07:07       07:37       20:13       20:44       21:15    06:37  16:30
20210311     06:34       07:05       07:36       20:14       20:45       21:16    07:15  17:36
20210312     06:33       07:04       07:34       20:15       20:46       21:17    07:47  18:39
20210313     06:31       07:02       07:33       20:16       20:47       21:18    08:15  19:41
20210314     06:30       07:01       07:31       20:17       20:48       21:19    08:41  20:42
20210315     06:28       06:59       07:30       20:18       20:49       21:20    09:05  21:40
20210316     06:26       06:58       07:28       20:19       20:50       21:21    09:29  22:39
